Sentence,Athletic,Intelligence,Intangibles,Maturity
"According to center Jason Kelce, Wentz sent the entire team a text message before they took the field against the New York Giants last week.",0,0,0,0
"According to Flaherty, Goff set personal records in every lift or strength test he's done.",1,0,0,0
"According to Giants tight end Evan Engram, who was a spectator for all three practices, Jones is also becoming more confident by the day.",0,0,1,0
"According to Lancaster Online, Collin ""Bear"" Shank was diagnosed with a one-inch brain tumor in late April after complaining of ""ongoing headaches and nausea.""",0,0,0,0
"According to Les Bowen of the Philadelphia Daily News, Pederson said he won't make the decision public.",0,0,0,0
"According to Manziel, all of the Heisman Trophy winners are gifted with customized golf balls each year.",0,0,0,0
"According to multiple news outlets, the young girl was born with cerebellar agenesis, which is a condition where the brain develops without a cerebellum.",0,0,0,0
"According to Panthers coaches and players, Newton is doing a better job of playing within the offense and making the right decisions.",0,1,0,0
"According to Pro Football Focus, of Allen's 490 rush yards last season, 401 came on scrambles.",1,0,0,0
"According to Shanahan, two days after that season's Super Bowl, Griffin met with him and described ""what plays were acceptable and unacceptable”.",0,0,0,0
"According to Star, the blessed union of the two self-proclaimed virgins was the brainchild of dad Jim Bob.",0,0,0,0
"According to Swartz, House refers to Tebow as the ""strongest quarterback he's ever worked with"".",1,0,0,0
"According to Terez Owens, the former NFL star also gifted the South African native a David Yurman necklace for her 23rd birthday last month.",0,0,0,0
"According to the new bylaws, each school must include in every athletics department employee contract a provision to comply with NCAA and SEC rules.",0,0,0,0
"According to the Texans:It will give high school players comprehensive training instruction, including team-building, position-specific drills and leadership development.",0,0,1,0
"According to this interesting piece from FOX Sports that tackled this topic, the Arkansas quarterback tried to use massage to increase his hand size before the combine.",0,0,0,0
"Accuracy and yards per attempt tell us how efficient a quarterback is within the framework of an offense, turnover margins give us a good look at decision-making and wins speak for themselves.",0,0,0,0
"Accurate and very smart, Ponder is a slightly more athletic version of Matt Hasselbeck, and would make a fine successor.",1,0,0,0
"Accurate on short and intermediate throws and demonstrates a strong, powerful arm.",1,0,0,0
Acquiring a day two pick for him was a no-brainer.,0,0,0,0
"Acupuncture, massages, it's not been a time a night went by I didn't have some type of work done on my arm.",0,0,0,0
"Adam Gase is expected to be fired after the game, and his replacement would have a say in the quarterback decision.",0,0,0,0
Adam has done a great job of engulfing himself in the playbook - understanding the big picture and understanding where he fits in this scheme.,0,0,0,0
"Adam Schefter joined ""Slow News Day"" with Kevin Clark of The Ringer, and naturally the conversation led to how unpredictable Schefter's job can be as one of the top news-breakers in NFL media.",0,0,0,0
"Adam Thielen sees his quarterback scrambling and adjusts his route accordingly, making sure to angle back to the line of scrimmage.",1,0,0,0
Adams has been a leader on this team since he stopped foot in the building.,0,0,1,0
"Adams, coming from Eastern Washington, where he threw the ball all over the state, was the no-brainer choice of the more successful quarterback when it comes to passing plays.",0,0,0,0
"Add in Kirk Cousins signing a three-year, fully-guaranteed deal with the Vikings this offseason, and it's a reminder of just how much the passage of time can change our outlook on a draft class.",0,0,0,0
Add in the speed of rookie fourth-round draft pick Dede Westbrook and I think the play at this position should dramatically ascend from last year.,1,0,0,0
Add into he fact that the game was literally being played on a grassy knoll and well it doesnt take a genius to put the pieces together.,0,0,0,0
"Add that to the ""wear and tear"" comments from the Vikings head athletic trainer, and this development was predictable.",0,0,0,0
"Added Bradford, ""There's just a sense of speed now, where in the past we might have had speed at one position but no true burners.",1,0,0,0
"Added Rosen: ""It may have been a little dicey, but I probably should've been smarter with that even though this one worked out.",0,1,0,0
Adding better pieces through free agency and the draft to help Ponder is the best decision the Vikings can make.,0,0,0,0
Adding more time to the play would have just allowed him to run longer at his impressive top speed.,1,0,0,0
Addison Luck volunteered on behalf of the Morgantown Hi-Y community service club and the Mountain Institute environmental conservation group.,0,0,0,0
"Additionally, Goff has risen up that leaderboard only recently.",0,0,0,0
"Additionally, Haskins mechanics could use some work.",0,0,0,0
"Additionally, he has the quickness and footwork to deal with both interior and exterior pressure.",1,0,0,0
"Additionally, he took two hits, got up, and looked confident getting back in the huddle.",0,0,1,0
"Additionally, he's going to continue to get stronger and his arm strength should improve along the way.",1,0,0,0
"Additionally, his athleticism will allow the Titans to continue selling some of Mariota's run-fakes and play action calls with some sort of legitimacy.",1,0,0,0
"Additionally, the expansion will help to honor local sports legends and their athletic teams respectively.",0,0,0,0
"Additionally, Theismann questioned the leadership of the rookie.",0,0,1,0
"Adjusting to the speed of the game, seeing it, and experiencing it, has been really helpful.",0,0,0,0
"Advanced statistics and a better understanding of how first downs, and points, are gained have shifted the game more and more away from run-centered offenses.",0,0,0,0
"Vince Young used to be a leader, but then he went on to the NFL.",0,0,1,0
"After 10 games with St.  Louis, he lost the starting job to Case freaking Keenum.",0,0,0,0
"After a 2012 season that had as many winces as wows, RG3's vow to be smarter about scrambling will be tested in the Monday night opener.",1,1,0,0
"After a barrage of criticism about his turnovers, Manning threw a meaningless interception against Green Bay but completed 21 of 29 passes for 340 yards in an otherwise crisp showing.",0,1,0,0
"After a brilliant start to the season, Newton seemed to a hit a wall and struggled for the second half of his rookie campaign.",0,0,0,0
"After a dominating performance, however, it turned out to be a terrific decision that guarantees him the top spot ahead of fellow quarterback Robert Griffin III.",0,0,0,0
"After a few bad plays against Cincinnati, the decision to let Hodges take a run at the offense was a no brainer.",0,0,0,0
"After a full offseason with his wide receivers and other teammates, Gabbert should come out much more prepared and confident.",0,0,1,0
"After a lackluster NFL debut, Tagovailoa opened it up Sunday vs.  the Arizona Cardinals, unleashing a dynamite deep ball and flashing impressive mobility.",1,0,0,0
"After a largely inconsistent start to camp, LaFleur said the first-round pick was sharp.",0,0,0,0
"After a long time off the field because of injury, Bradford's play has been very inconsistent through seven games.",0,0,0,0
"After a Rookie of the Year campaign in 2010, he experienced a myriad of ups and downs over the next few seasons.",0,0,0,0
"After a series of struggles at Ohio State, Pryor entered the NFL's supplemental draft two years ago.",0,0,0,0
"After a stunning 11-5 season in Luck's rookie season and with more than $34 million in dead money from the 2012 cap off the books, Grigson had money to spend in 2013 and did not spend wisely.",0,0,0,0
